title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,publisher,ISBN_13
Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python," Hariom Tatsat, Sahil Puri, et al.",44.49,432,4.3,54.0,0.66,0.18,0.06,0.03,0.07,"O'Reilly Media; 1st edition (December 1, 2020)",978-1492073055
Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning, Valliappa Lakshmanan,50.99,459,4.8,16.0,0.9,0.1,0.0,0.0,0.0,"O'Reilly Media; 2nd edition (May 3, 2022)", 
Behind Every Good Decision: How Anyone Can Use Business Analytics to Turn Data into Profitable Insight," Piyanka Jain,  and , Puneet Sharma",17.49,248,4.4,93.0,0.66,0.19,0.09,0.06,0.0,"AMACOM (November 5, 2014)",
Effective Data Science Infrastructure: How to make data scientists productive, Ville Tuulos,47.99,352,4.6,8.0,0.82,0.18,0.0,0.0,0.0,"Manning (August 16, 2022)",978-1617299193
"The Science of Football: The Math, Technology, and Data Behind America's Game"," Will Carroll, Tyler Brooke, et al.",10.99,236,4.4,6.0,0.6,0.2,0.2,0.0,0.0,"Sports Publishing (September 6, 2022)",99
Data Juice: 101 Stories of How Organizations Are Squeezing Value from Available Data Assets, Douglas B. Laney,28.95,370,4.4,21.0,0.77,0.06,0.06,0.11,0.0,"Douglas B. Laney (June 29, 2022)",978-1737169901
Be the Outlier: How to Ace Data Science Interviews, Shrilata Murthy,5.99,212,4.2,58.0,0.62,0.11,0.18,0.05,0.04,"New Degree Press (August 4, 2020)",
Text as Data: A New Framework for Machine Learning and the Social Sciences," Justin Grimmer, Margaret E. Roberts, et al.",35.99,360,4.7,24.0,0.72,0.22,0.06,0.0,0.0,"Princeton University Press (March 29, 2022)", 
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition),,80.0,510,4.8,37.0,0.84,0.09,0.07,0.0,0.0,"Chapman and Hall/CRC; 1st edition (November 22, 2019)",978-1138492530
Age of Invisible Machines: A Practical Guide to Creating a Hyperautomated Ecosystem of Intelligent Digital Workers," Robb Wilson,  and , Josh Tyson",24.33,288,4.8,46.0,0.91,0.05,0.03,0.0,0.0,"Wiley; 1st edition (September 27, 2022)",JOSH TYSON
The DATA Set Collection #2 (Boxed Set): A Case of the Clones; Invasion of the Insects; Out of Remote Control; Down the Brain Drain,,16.89,512,4.9,37.0,0.89,0.07,0.04,0.0,0.0,"Little Simon; Boxed Set edition (September 15, 2020)",978-1534465350
The Data Science Design Manual (Texts in Computer Science),,59.95,462,4.8,68.0,0.84,0.11,0.03,0.02,0.0,"Springer; 1st ed. 2017 edition (August 29, 2017)",978-3319554433
The Basics of Data Literacy: Helping Your Students (And You!) Make Sense of Data - PB343X," Michael Bowen,  and , Anthony Bartley",287.14,166,4.6,6.0,0.85,0.15,0.0,0.0,0.0,"National Science Teachers Association - NSTA Press (November 15, 2013)",978-1938946035
Mathematics for Machine Learning,,48.99,398,4.7,608.0,0.8,0.13,0.03,0.02,0.02,"Cambridge University Press; 1st edition (April 23, 2020)",978-1108455145
The Art of Data Science," Roger Peng,  and , Elizabeth Matsui",20.0,170,4.6,50.0,0.74,0.18,0.05,0.03,0.0,"Lulu.com; null edition (June 8, 2016)",978-1365061462
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science, Alex Gorelik,38.84,224,4.3,72.0,0.59,0.21,0.1,0.05,0.04,"O'Reilly Media; 1st edition (March 21, 2019)",978-1491931554
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python", François Voron,31.49,426,4.4,29.0,0.69,0.06,0.19,0.06,0.0,"Packt Publishing; 1st edition (October 8, 2021)",
Minding the Machines: Building and Leading Data Science and Analytics Teams, Jeremy Adamson,24.0,232,4.4,20.0,0.74,0.07,0.12,0.07,0.0,"Wiley; 1st edition (June 25, 2021)",
Making Numbers Count: The Art and Science of Communicating Numbers," Chip Heath,  and , Karla Starr",11.99,208,4.4,476.0,0.63,0.22,0.1,0.03,0.03,"Avid Reader Press / Simon & Schuster (January 11, 2022)",—
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),,99.95,468,3.6,7.0,0.49,0.17,0.17,0.17,0.0,"Chapman and Hall/CRC; 1st edition (November 30, 2021)", 
"Business Intelligence, Analytics, and Data Science: A Managerial Perspective"," Ramesh Sharda, Dursun Delen, et al.",111.99,512,4.5,280.0,0.77,0.08,0.07,0.02,0.06,"Pearson; 4th edition (January 13, 2017)", 
Quantum Machine Learning: An Applied Approach: The Theory and Application of Quantum Machine Learning in Science and Industry, Santanu Ganguly,49.48,572,4.1,10.0,0.6,0.13,0.13,0.13,0.0,"Apress; 1st ed. edition (July 30, 2021)",978-1484270974
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail, Ray Dalio,21.49,576,4.6,5517.0,0.75,0.16,0.05,0.01,0.02,"Avid Reader Press / Simon & Schuster; 1st edition (November 30, 2021)",-39%
Functional Aesthetics for Data Visualization," Vidya Setlur,  and , Bridget Cogley",36.61,313,4.8,5.0,0.75,0.25,0.0,0.0,0.0,"Wiley; 1st edition (September 21, 2022)",978-1119810087
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data", EMC Education Services,54.99,432,4.4,194.0,0.69,0.16,0.07,0.03,0.06,"Wiley; 1st edition (January 27, 2015)",978-1118876138
Emotional Data, Abby Jame,4.99,24,5.0,3.0,1.0,0.0,0.0,0.0,0.0,"Silver Sprocket (November 1, 2021)",978-1945509469
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists (Very Young Professionals)"," Rikin Mathur, Varun Bhartia, et al.",14.99,31,4.7,26.0,0.82,0.09,0.09,0.0,0.0,"Very Young Professionals; Illustrated edition (October 6, 2020)",978-1734276305
Cybersecurity Data Science: Best Practices in an Emerging Profession," Scott Mongeau,  and , Andrzej Hajdasinski",165.8,415,4.0,1.0,1.0,0.0,0.0,0.0,0.0,"Springer; 1st ed. 2021 edition (October 3, 2021)", 
Statistical Inference via Data Science: A ModernDive into R and the Tidyverse: A ModernDive into R and the Tidyverse (Chapman & Hall/CRC The R Series),,55.97,430,4.4,29.0,0.73,0.11,0.06,0.05,0.05,"Chapman and Hall/CRC; 1st edition (December 13, 2019)", 
Responsible Data Science: Transparency and Fairness in Algorithms," Peter C. Bruce,  and , Grant Fleming",19.89,304,3.8,8.0,0.69,0.31,0.0,0.0,0.0,"Wiley; 1st edition (May 11, 2021)",59
"Practical Data Science with R, Second Edition"," Nina Zumel,  and , John Mount",35.74,483,4.5,36.0,0.71,0.14,0.11,0.05,0.0,"Manning; 2nd edition (December 7, 2019)",978-1617295874
"High-Dimensional Probability: An Introduction with Applications in Data Science (Cambridge Series in Statistical and Probabilistic Mathematics, Series Number 47)",,63.88,296,4.7,65.0,0.87,0.05,0.04,0.04,0.0,"Cambridge University Press; 1st edition (September 27, 2018)", 
Power and Prediction: The Disruptive Economics of Artificial Intelligence," Ajay Agrawal, Joshua Gans, et al.",27.0,288,4.4,15.0,0.84,0.16,0.0,0.0,0.0,"Harvard Business Review Press (November 15, 2022)",978-1647824198
"The Data Science Workshop: Learn how you can build machine learning models and create your own real-world data science projects, 2nd Edition"," Anthony So, Thomas V. Joseph, et al.",17.84,824,4.6,12.0,0.81,0.11,0.08,0.0,0.0,"Packt Publishing; 2nd edition (August 28, 2020)",
The Little Book of Data Science Tricks: 100+ Techniques to Elevate Your Data Science Skills, Maverick Lin,4.99,59,5.0,2.0,1.0,0.0,0.0,0.0,0.0,"Independently published (June 20, 2020)",979-8655659063
Invisible Women: Data Bias in a World Designed for Men, Caroline Criado Perez,14.99,432,4.7,8819.0,0.77,0.15,0.06,0.01,0.01,"Harry N. Abrams (March 2, 2021)",978-1419735219
Data Quality Fundamentals: A Practitioner's Guide to Building Trustworthy Data Pipelines," Barr Moses, Lior Gavish, et al.",46.99,308,4.6,11.0,0.75,0.13,0.13,0.0,0.0,"O'Reilly Media; 1st edition (October 11, 2022)",-22%
Communicating with Data: The Art of Writing for Data Science," Deborah Nolan,  and , Sara Stoudt",51.0,352,4.6,6.0,0.78,0.22,0.0,0.0,0.0,"Oxford University Press; 1st edition (May 25, 2021)",978-0198862758
Big Data Science in Finance," Irene Aldridge,  and , Marco Avellaneda",75.83,336,4.1,11.0,0.56,0.2,0.12,0.12,0.0,"Wiley; 1st edition (January 27, 2021)", 
Hands-On Business Intelligence with DAX: Discover the intricacies of this powerful query language to gain valuable insights from your data, Ian Horne,36.99,402,4.7,17.0,0.76,0.15,0.09,0.0,0.0,"Packt Publishing (January 31, 2020)", 
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python (Machine Learning & Data Science for Beginners),,23.48,314,5.0,10.0,1.0,0.0,0.0,0.0,0.0,"AI Publishing LLC (August 31, 2020)",978-1734790146
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam," Andreas Botsikas,  and , Michael Hlobil",53.64,448,4.4,17.0,0.68,0.14,0.09,0.09,0.0,"Packt Publishing (December 3, 2021)", 
"Learn Power BI: A comprehensive, step-by-step guide for beginners to learn real-world business intelligence, 2nd Edition", Greg Deckler,37.21,458,4.4,39.0,0.62,0.25,0.07,0.06,0.0,"Packt Publishing; 2nd ed. edition (February 18, 2022)",978-1801811958
Teradata Query Performance Tuning: DWHPro's Guide," Roland Wenzlofsky,  and , Artemios Vogiatzis",55.0,322,4.9,12.0,0.88,0.12,0.0,0.0,0.0,,
"The United States of America: the Superpower, the Trump Presidency & the Fall of Western Civilization", Jamal H. Qadri Ph.D.,3.99,98,4.4,7.0,0.6,0.2,0.2,0.0,0.0,"Xlibris US (August 31, 2020)",
The Hundred-Page Machine Learning Book, Andriy Burkov,31.99,160,4.6,839.0,0.8,0.1,0.04,0.02,0.03,"Andriy Burkov (January 13, 2019)",978-1999579500
Pattern Recognition and Machine Learning (Information Science and Statistics), Christopher M. Bishop,105.22,738,4.6,687.0,0.76,0.13,0.06,0.03,0.02,"Springer (August 17, 2006)",978-0387310732
A Hands-On Introduction to Data Science, Chirag Shah,53.98,424,4.6,61.0,0.77,0.12,0.08,0.02,0.0,"Cambridge University Press; 1st edition (April 2, 2020)", 
"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools"," Davy Cielen, Arno Meysman, et al.",42.74,320,4.4,98.0,0.66,0.2,0.06,0.03,0.06,"Manning; 1st edition (May 23, 2016)",978-1633430037
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series), Harvard Business Review,14.19,256,4.5,388.0,0.71,0.14,0.11,0.02,0.03,"Harvard Business Review Press (April 3, 2018)",39
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps"," Valliappa Lakshmanan, Sara Robinson, et al.",36.99,408,4.6,263.0,0.73,0.17,0.06,0.03,0.01,"O'Reilly Media; 1st edition (November 10, 2020)", 
Natural Language Processing with Transformers: Building Language Applications with Hugging Face," Lewis Tunstall, Leandro von Werra, et al.",55.91,406,4.6,119.0,0.78,0.13,0.02,0.03,0.05,"O'Reilly Media; 1st edition (March 1, 2022)", 
Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),,41.16,314,4.5,65.0,0.74,0.13,0.08,0.02,0.04,"Routledge; 1st edition (June 30, 2021)",-25%
Don't Trust Your Gut: Using Data to Get What You Really Want in LIfe, Seth Stephens-Davidowitz,14.99,316,4.3,242.0,0.56,0.24,0.16,0.03,0.01,"Dey Street Books (May 10, 2022)",99
Humble Pi: When Math Goes Wrong in the Real World, Matt Parker,15.3,336,4.6,1338.0,0.72,0.18,0.07,0.01,0.01,"Riverhead Books (January 19, 2021)",30
The Tableau Workshop: A practical guide to the art of data visualization with Tableau," Sumit Gupta, Sylvester Pinto, et al.",46.99,822,4.7,32.0,0.77,0.12,0.11,0.0,0.0,"Packt Publishing (April 28, 2022)",978-1800207653
"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition"," Josh Diakun, Paul R Johnson, et al.",54.99,536,4.6,33.0,0.71,0.2,0.05,0.04,0.0,"Packt Publishing; 3rd Revised edition (May 28, 2018)",978-1788835237
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R, Yoon Hyup Hwang,45.89,464,4.3,68.0,0.58,0.25,0.08,0.07,0.03,"Packt Publishing (March 29, 2019)", 
R for Political Data Science (Chapman & Hall/CRC The R Series),,54.09,460,5.0,6.0,1.0,0.0,0.0,0.0,0.0,"Chapman and Hall/CRC; 1st edition (May 30, 2022)", 
Targeted Learning in Data Science: Causal Inference for Complex Longitudinal Studies (Springer Series in Statistics),,85.04,682,5.0,2.0,1.0,0.0,0.0,0.0,0.0,"Springer; 1st ed. 2018 edition (April 10, 2018)", 
Integrating Data," Bill Inmon, Patty Haines, et al.",39.95,134,5.0,3.0,1.0,0.0,0.0,0.0,0.0,"Technics Publications; First edition (August 25, 2022)",978-1634622820
Data Science in Production: Building Scalable Model Pipelines with Python, Ben Weber,4.99,234,4.3,39.0,0.47,0.42,0.07,0.04,0.0,,
R for Health Data Science," Ewen Harrison,  and , Riinu Pius",73.91,364,4.6,12.0,0.82,0.18,0.0,0.0,0.0,"Chapman and Hall/CRC; 1st edition (November 17, 2020)", 
"Data Visualization with Python for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn (Machine Learning & Data Science for Beginners)",,19.99,288,4.1,62.0,0.52,0.23,0.15,0.04,0.07,"AI Publishing LLC (February 14, 2020)",978-1733042680
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People, Aditya Bhargava,33.99,256,4.6,1192.0,0.76,0.15,0.05,0.03,0.01,"Manning; 1st edition (May 1, 2016)",978-1617292231
Calling Bullshit: The Art of Skepticism in a Data-Driven World," Carl T. Bergstrom,  and , Jevin D. West",18.0,336,4.6,988.0,0.73,0.17,0.07,0.02,0.01,"Random House Trade Paperbacks; Reprint edition (April 20, 2021)",978-0525509202
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)", Nasir Ali Mirza,29.95,242,4.5,4.0,0.5,0.5,0.0,0.0,0.0,"BPB Publications (January 17, 2022)",978-9391392871
"Data Visualization: Clear Introduction to Data Visualization with Python. Proper Guide for Data Scientist (Data Mining, Analytics and Visualization)",,14.95,94,3.8,14.0,0.66,0.17,0.17,0.0,0.0,"Independently published (September 22, 2020)",979-8689115320
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS, Gareth Eagar,39.99,482,4.4,57.0,0.65,0.22,0.07,0.02,0.03,"Packt Publishing (December 29, 2021)", 
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world," Amit Phaltankar, Juned Ahsan, et al.",41.99,748,4.7,35.0,0.72,0.28,0.0,0.0,0.0,"Packt Publishing (December 22, 2020)",978-1839210648
Secondary Data in Mixed Methods Research (Mixed Methods Research Series),,45.0,264,4.5,5.0,0.75,0.25,0.0,0.0,0.0,"SAGE Publications, Inc; 1st edition (June 21, 2022)",978-1506389578
Python for Data Science: Comprehensive Guide to Data Science with Python, Alex Campbell,14.95,118,3.8,11.0,0.49,0.2,0.12,0.19,0.0,"Independently published (June 19, 2021)",979-8523410147
C++20 STL Cookbook: Leverage the latest features of the STL to solve real-world problems, Bill Weinman,39.99,450,4.6,11.0,0.74,0.13,0.13,0.0,0.0,"Packt Publishing (May 27, 2022)", 
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",,25.19,304,4.4,59.0,0.73,0.1,0.1,0.02,0.05,"AI Publishing LLC (October 23, 2020)",978-1734790153
Be Data Driven: How Organizations Can Harness the Power of Data, Jordan Morrow,34.49,240,4.0,9.0,0.72,0.14,0.14,0.0,0.0,"Kogan Page; 1st edition (August 30, 2022)",978-1398606128
Machine Learning Design Interview: Machine Learning System Design Interview, Khang Pham,39.99,210,3.4,69.0,0.44,0.14,0.08,0.09,0.24,"Independently published (April 29, 2022)",979-8813031571
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support"," Ramesh Sharda, Dursun Delen, et al.",223.0,832,4.3,36.0,0.68,0.15,0.07,0.1,0.0,"Pearson; 11th edition (February 11, 2019)",978-0135192016
Computer Science Unleashed: Harness the Power of Computational Systems (Code is Awesome),,19.95,270,4.9,29.0,0.95,0.05,0.0,0.0,0.0,"Code Energy (July 2, 2021)",
Hands-On Business Intelligence with Qlik Sense: Implement self-service data analytics with insights and guidance from Qlik Sense experts," Pablo Labbe, Clever Anjos, et al.",41.99,442,3.7,24.0,0.33,0.3,0.21,0.06,0.1,"Packt Publishing (February 28, 2019)", 
"Extending Power BI with Python and R: Ingest, transform, enrich, and visualize data using the power of analytical languages"," Luca Zavarella,  and , Francesca Lazzeri",40.66,558,4.4,25.0,0.72,0.11,0.11,0.06,0.0,"Packt Publishing (November 26, 2021)",978-1801078207
Data Science For Dummies, Lillian Pierson,8.75,408,4.4,72.0,0.63,0.2,0.12,0.03,0.02,"For Dummies; 1st edition (March 9, 2015)",978-1118841556
Cracking the Coding Interview: 189 Programming Questions and Solutions,,35.95,687,4.7,7953.0,0.81,0.12,0.04,0.01,0.02,"CareerCup; 6th edition (July 1, 2015)",978-0984782857
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting, David Ping,54.99,442,4.6,41.0,0.77,0.17,0.05,0.0,0.0,"Packt Publishing (January 21, 2022)", 
Data Science in Chemistry (De Gruyter Textbook), Thorsten Gressling,52.64,330,4.5,6.0,0.5,0.5,0.0,0.0,0.0,"De Gruyter (November 23, 2020)",978-3110629392
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics," Stefan Papp, Wolfgang Weidinger, et al.",42.49,576,4.6,11.0,0.75,0.13,0.12,0.0,0.0,"Hanser Publications (April 28, 2022)",978-1569908860
Learning Qlik® Sense: The Official Guide," Christopher Ilacqua, Henric Cronstrom, et al.",46.99,230,3.5,22.0,0.36,0.21,0.17,0.08,0.18,"Packt Publishing (February 6, 2015)",978-1782173359
Introduction to Probability for Data Science, Stanley Chan,70.0,704,4.9,10.0,0.86,0.14,0.0,0.0,0.0,"Michigan Publishing Services (November 5, 2021)",978-1607857464
The Foundations of Statistics, Leonard J. Savage,11.89,310,4.6,105.0,0.73,0.17,0.06,0.02,0.03,"Dover Publications; 2nd Revised ed. edition (June 1, 1972)",69
"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale"," Valliappa Lakshmanan,  and , Jordan Tigani",29.99,522,4.5,105.0,0.71,0.19,0.05,0.03,0.02,"O'Reilly Media; 1st edition (November 19, 2019)", 
Automated Machine Learning in Action," Qingquan Song, Haifeng Jin, et al.",44.99,336,4.5,4.0,0.5,0.5,0.0,0.0,0.0,"Manning (June 7, 2022)",978-1617298059
"Mastering PostgreSQL 13: Build, administer, and maintain database applications efficiently with PostgreSQL 13, 4th Edition", Hans-Jurgen Schonig,41.99,476,4.2,38.0,0.65,0.12,0.12,0.08,0.04,"Packt Publishing; 4th ed. edition (November 13, 2020)", 
SQL for Beginners: An Informative and In-depth Guide to SQL Programming, Chad Knowles,15.89,159,4.8,197.0,0.92,0.03,0.05,0.0,0.0,"Independently published (October 3, 2022)",979-8355977658
Introduction to Biomedical Data Science," Robert Hoyt,  and , Robert Muenchen",64.95,258,5.0,7.0,1.0,0.0,0.0,0.0,0.0,"Lulu.com (November 24, 2019)", 
Game Data Science," Magy Seif El-Nasr, Truong-Huy D. Nguyen, et al.",52.79,416,5.0,6.0,1.0,0.0,0.0,0.0,0.0,"Oxford University Press (December 14, 2021)", 
Algorithms For Dummies (For Dummies (Computer/Tech))," John Paul Mueller,  and , Luca Massaron",22.49,448,4.8,5.0,0.75,0.25,0.0,0.0,0.0,"For Dummies; 2nd edition (April 15, 2022)",978-1119869986
Foundational Python for Data Science (Addison-Wesley Data & Analytics Series),,24.0,256,4.4,8.0,0.55,0.28,0.17,0.0,0.0,"Pearson; 1st edition (October 7, 2021)",978-0136624356
"The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI"," Paul Leonardi,  and , Tsedal Neeley",19.69,272,4.4,73.0,0.68,0.17,0.08,0.05,0.03,"Harvard Business Review Press (May 10, 2022)",978-1647820107
Essential Calculus Skills Practice Workbook with Full Solutions, Chris McMullen,9.99,151,4.6,1537.0,0.74,0.16,0.07,0.01,0.02,"Zishka Publishing (August 16, 2018)",978-1941691243
"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition", Brett Lantz,37.99,458,4.6,237.0,0.78,0.13,0.05,0.02,0.02,"Packt Publishing; 3rd edition (April 15, 2019)", 
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science),,59.45,378,4.4,28.0,0.63,0.19,0.16,0.02,0.0,"Springer; 2015th edition (January 22, 2015)", 
"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis", Hendrik Kleine,41.99,288,4.1,17.0,0.63,0.19,0.18,0.0,0.0,"Packt Publishing (March 19, 2021)",978-1800563766
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)",,40.94,"Full-color , showcasing all 24 final data visualizations",4.5,94.0,0.76,0.12,0.05,0.04,0.04,"A K Peters/CRC Press; 1st edition (February 9, 2021)",978-0367000080
Data Science Strategy For Dummies, Ulrika J&auml;gare,18.0,328,4.2,48.0,0.58,0.24,0.05,0.05,0.07,"For Dummies; 1st edition (June 12, 2019)",
Quantitative Social Science: An Introduction in tidyverse," Kosuke Imai,  and , Nora Webb Williams",49.99,488,4.1,7.0,0.63,0.18,0.18,0.0,0.0,"Princeton University Press (August 2, 2022)", 
Decolonizing Data: Unsettling Conversations about Social Research Methods, Jacqueline M. Quinless,24.95,172,4.6,9.0,0.75,0.11,0.15,0.0,0.0,"University of Toronto Press (February 15, 2022)",25
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python," Sebastian Raschka, Yuxi (Hayden) Liu, et al.",39.02,774,4.6,164.0,0.8,0.11,0.04,0.03,0.03,"Packt Publishing (February 25, 2022)",978-1801819312
Data Science (The MIT Press Essential Knowledge series),,9.69,280,4.5,404.0,0.67,0.21,0.07,0.03,0.02,"The MIT Press; Illustrated edition (April 13, 2018)",99
Deep Learning: Engage the World Change the World," Michael Fullan, Joanne Quinn, et al.",5.33,208,4.5,74.0,0.72,0.14,0.07,0.02,0.04,"Corwin; First edition (December 15, 2017)",59
Machine Learning in Finance: From Theory to Practice," Matthew F. Dixon, Igor Halperin, et al.",55.18,573,4.5,93.0,0.78,0.07,0.07,0.04,0.04,"Springer; 1st ed. 2020 edition (July 2, 2020)", 
Practical Deep Learning at Scale with MLflow: Bridge the gap between offline experimentation and online production," Yong Liu,  and , Dr. Matei Zaharia",44.99,288,4.8,8.0,0.83,0.17,0.0,0.0,0.0,"Packt Publishing (July 8, 2022)",978-1803241333
